Количество видимых спутников	Время, с	Кол-во
0	15
765444150,9
765444160,9
765444170,9
765444180,10
765444190,10
765444200,8
765444210,8
765444220,8
765444230,9
765444240,9
765444250,8
765444260,8
765444270,8
765444280,6
765444290,6
765444300,6
765444310,7
765444320,7
765444330,7
765444340,7
765444350,7
765444360,7
765444370,6
765444380,6
765444390,5
765444400,5
765444410,7
765444420,7
765444430,6
765444440,6
765444450,6
765444460,6
765444470,6
765444480,6
765444490,7
765444500,7
765444510,7
765444520,8
765444530,8
765444540,7
765444550,7
765444560,7
765444570,7
765444580,7
765444590,7
765444600,7
765444610,8
765444620,8
765444630,8
765444640,8
765444650,8
765444660,8
765444670,8
765444680,8
765444690,8
765444700,8
765444710,8
765444720,9
765444730,8
765444740,7
765444750,7
765444760,7
765444770,7
765444780,7
765444790,7
765444800,8
765444810,8
765444820,8
765444830,8
765444840,9
765444850,9
765444860,9
765444870,9
765444880,9
765444890,9
765444900,9
765444910,9
765444920,9
765444930,9
765444940,9
765444950,9
765444960,9
765444970,9
765444980,9
765444990,9
765445000,9
765445010,9
765445020,9
765445030,10
765445040,10
765445050,9
765445060,9
765445070,9
765445080,10
765445090,10
765445100,10
765445110,10
765445120,10
765445130,10
765445140,10
765445150,10
765445160,10
765445170,10
765445180,10
765445190,10
765445200,10
765445210,10
765445220,10
765445230,10
765445240,10
765445250,10
765445260,10
765445270,10
765445280,10
765445290,10
765445300,10
765445310,10
765445320,10
765445330,10
765445340,10
765445350,10
765445360,10
765445370,10
765445380,10
765445390,10
765445400,10
765445410,10
765445420,10
765445430,10
765445440,9
765445450,9
765445460,9
765445470,9
765445480,9
765445490,9
765445500,9
765445510,9
765445520,8
765445530,8
765445540,10
765445550,10
765445560,9
765445570,9
765445580,9
765445590,9
765445600,9
765445610,9
765445620,9
765445630,9
765445640,9
765445650,9
765445660,9
765445670,9
765445680,8
765445690,8
765445700,8
765445710,8
765445720,8
765445730,8
765445740,8
765445750,8
765445760,8
765445770,8
765445780,8
765445790,8
765445800,8
765445810,8
765445820,8
765445830,8
765445840,8
765445850,8
765445860,8
765445870,8
765445880,8
765445890,8
765445900,8
765445910,8
765445920,8
765445930,8
765445940,8
765445950,9
765445960,9
765445970,9
765445980,8
765445990,8
765446000,9
765446010,9
765446020,9
765446030,8
765446040,8
765446050,8
765446060,8
765446070,9
765446080,7
765446090,9
765446100,7
765446110,7
765446120,7
765446130,8
765446140,8
765446150,8
765446160,8
765446170,8
765446180,8
765446190,8
765446200,9
765446210,9
765446220,8
765446230,8
765446240,9
765446250,9
765446260,9
765446270,9
765446280,9
765446290,9
765446300,8
765446310,10
765446320,10
765446330,10
765446340,10
765446350,10
765446360,10
765446370,9
765446380,10
765446390,9
765446400,10
765446410,10
765446420,10
765446430,10
765446440,10
765446450,9
765446460,9
765446470,9
765446480,9
765446490,10
765446500,9
765446510,9
765446520,10
765446530,9
765446540,9
765446550,9
765446560,8
765446570,8
765446580,9
765446590,9
765446600,9
765446610,10
765446620,10
765446630,10
765446640,10
765446650,9
765446660,9
765446670,9
765446680,9
765446690,9
765446700,9
765446710,9
765446720,9
765446730,9
765446740,9
765446750,9
765446760,9
765446770,9
765446780,9
765446790,9
765446800,9
765446810,9
765446820,9
765446830,9
765446840,9
765446850,9
765446860,9
765446870,9
765446880,8
765446890,8
765446900,7
765446910,7
765446920,8
765446930,8
765446940,8
765446950,8
765446960,8
765446970,8
765446980,7
765446990,7
765447000,8
765447010,8
765447020,8
765447030,8
765447040,8
765447050,8
765447060,8
765447070,9
765447080,9
765447090,9
765447100,9
765447110,8
765447120,8
765447130,8
765447140,8
765447150,8
765447160,8
765447170,8
765447180,8
765447190,8
765447200,8
765447210,8
765447220,8
765447230,8
765447240,8
765447250,8
765447260,9
765447270,9
765447280,9
765447290,9
765447300,9
765447310,9
765447320,9
765447330,9
765447340,9
765447350,9
765447360,9
765447370,9
765447380,9
765447390,9
765447400,9
765447410,8
765447420,8
765447430,9
765447440,9
765447450,9
765447460,8
765447470,8
765447480,8
765447490,9
765447500,9
765447510,9
765447520,9
765447530,9
765447540,9
765447550,8
765447560,8
765447570,8
765447580,8
765447590,8
765447600,8
765447610,8
765447620,8
765447630,8
765447640,8
765447650,8
765447660,8
765447670,8
765447680,8
765447690,8
765447700,8
765447710,8
765447720,8
765447730,8
765447740,8
765447750,8
765447760,8
765447770,8
765447780,8
765447790,8
765447800,8
765447810,8
765447820,8
765447830,8
765447840,8
765447850,9
765447860,9
765447870,9
765447880,9
765447890,9
765447900,8
765447910,8
765447920,8
765447930,8
765447940,7
765447950,8
765447960,6
765447970,6
765447980,6
765447990,6
765448000,6
765448010,6
765448020,6
765448030,6
765448040,6
765448050,7
765448060,7
765448070,7
765448080,7
765448090,7
765448100,8
765448110,8
765448120,8
765448130,8
765448140,8
765448150,8
765448160,8
765448170,7
765448180,7
765448190,6
765448200,7
765448210,7
765448220,7
765448230,8
765448240,8
765448250,8
765448260,8
765448270,7
765448280,7
765448290,8
765448300,8
765448310,8
765448320,8
765448330,8
765448340,9
765448350,9
765448360,9
765448370,9
765448380,9
765448390,9
765448400,9
765448410,9
765448420,9
765448430,9
765448440,9
765448450,9
765448460,9
765448470,9
765448480,9
765448490,9
765448500,9
765448510,9
765448520,9
765448530,9
765448540,9
765448550,9
765448560,9
765448570,9
765448580,9
765448590,9
765448600,9
765448610,9
765448620,9
765448630,10
765448640,10
765448650,9
765448660,9
765448670,9
765448680,9
765448690,9
765448700,9
765448710,9
765448720,9
765448730,9
765448740,9
765448750,9
765448760,9
765448770,9
765448780,9
765448790,9
765448800,9
765448810,9
765448820,9
765448830,9
765448840,9
765448850,8
765448860,9
765448870,9
765448880,9
765448890,9
765448900,10
765448910,10
765448920,9
765448930,10
765448940,9
765448950,9
765448960,9
765448970,9
765448980,9
765448990,9
765449000,9
765449010,9
765449020,9
765449030,9
765449040,9
765449050,9
765449060,9
765449070,9
765449080,9
765449090,9
765449100,9
765449110,9
765449120,9
765449130,9
765449140,9
765449150,9
765449160,9
765449170,8
765449180,8
765449190,8
765449200,8
765449210,8
765449220,8
765449230,8
765449240,8
765449250,8
765449260,9
765449270,9
765449280,9
765449290,9
765449300,9
765449310,9
765449320,9
765449330,9
765449340,9
765449350,9
765449360,9
765449370,9
765449380,9
765449390,9
765449400,9
765449410,9
765449420,9
765449430,9
765449440,9
765449450,9
765449460,9
765449470,9
765449480,9
765449490,9
765449500,9
765449510,9
765449520,9
765449530,9
765449540,9
765449550,9
765449560,9
765449570,8
765449580,8
765449590,8
765449600,8
765449610,8
765449620,8
765449630,9
765449640,9
765449650,9
765449660,8
765449670,9
765449680,9
765449690,9
765449700,9
765449710,9
765449720,9
765449730,9
765449740,9
765449750,9
765449760,9
765449770,9
765449780,9
765449790,9
765449800,9
765449810,8
765449820,8
765449830,8
765449840,8
765449850,8
765449860,8
765449870,8
765449880,8
765449890,8
765449900,8
765449910,8
765449920,8
765449930,8
765449940,7
765449950,6
765449960,6
765449970,6
765449980,7
765449990,6
765450000,6
765450010,6
765450020,6
765450030,6
765450040,6
765450050,6
765450060,6
765450070,6
765450080,7
765450090,7
765450100,8
765450110,7
765450120,7
765450130,8
765450140,8
765450150,8
765450160,8
765450170,8
765450180,8
765450190,8
765450200,8
765450210,8
765450220,9
765450230,9
765450240,9
765450250,9
765450260,9
765450270,9
765450280,9
765450290,9
765450300,9
765450310,9
765450320,9
765450330,9
765450340,8
765450350,8
765450360,8
765450370,8
765450380,8
765450390,8
765450400,8
765450410,9
765450420,9
765450430,9
765450440,9
765450450,9
765450460,9
765450470,9
765450480,9
765450490,9
765450500,9
765450510,9
765450520,9
765450530,9
765450540,9
765450550,9
765450560,9
765450570,9
765450580,8
765450590,8
765450600,8
765450610,8
765450620,8
765450630,8
765450640,8
765450650,8
765450660,7
765450670,8
765450680,8
765450690,8
765450700,8
765450710,8
765450720,7
765450730,8
765450740,8
765450750,8
765450760,8
765450770,8
765450780,8
765450790,8
765450800,9
765450810,9
765450820,9
765450830,9
765450840,9
765450850,9
765450860,10
765450870,10
765450880,10
765450890,10
765450900,10
765450910,10
765450920,10
765450930,10
765450940,10
765450950,10
765450960,10
765450970,10
765450980,10
765450990,10
765451000,10
765451010,10
765451020,10
765451030,10
765451040,10
765451050,10
765451060,10
765451070,10
765451080,10
765451090,9
765451100,9
765451110,11
765451120,11
765451130,10
765451140,9
765451150,9
765451160,9
765451170,9
765451180,9
765451190,9
765451200,9
765451210,9
765451220,9
765451230,9
765451240,9
765451250,9
765451260,9
765451270,9
765451280,9
765451290,9
765451300,9
765451310,9
765451320,9
765451330,9
765451340,9
765451350,9
765451360,10
765451370,10
765451380,10
765451390,10
765451400,10
765451410,10
765451420,10
765451430,10
765451440,10
765451450,10
765451460,10
765451470,10
765451480,10
765451490,10
765451500,10
765451510,11
765451520,11
765451530,11
765451540,11
765451550,11
765451560,11
765451570,11
765451580,11
765451590,11
765451600,11
765451610,11
765451620,11
765451630,11
765451640,11
765451650,11
765451660,11
765451670,11
765451680,11
765451690,11
765451700,11
765451710,11
765451720,11
765451730,11
765451740,11
765451750,11
765451760,11
765451770,11
765451780,11
765451790,11
765451800,11
765451810,11
765451820,11
765451830,11
765451840,11
765451850,11
765451860,10
765451870,11
765451880,11
765451890,11
765451900,11
765451910,11
765451920,11
765451930,10
765451940,10
765451950,10
765451960,10
765451970,11
765451980,10
765451990,9
765452000,9
765452010,9
765452020,8
765452030,8
765452040,8
765452050,7
765452060,8
765452070,8
765452080,8
765452090,8
765452100,9
765452110,8
765452120,8
765452130,8
765452140,8
765452150,8
765452160,8
765452170,8
765452180,8
765452190,8
765452200,8
765452210,8
765452220,8
765452230,7
765452240,7
765452250,9
765452260,9
765452270,9
765452280,9
765452290,8
765452300,7
765452310,8
765452320,8
765452330,7
765452340,8
765452350,8
765452360,8
765452370,8
765452380,7
765452390,7
765452400,7
765452410,7
765452420,7
765452430,7
765452440,7
765452450,7
765452460,7
765452470,7
765452480,7
765452490,7
765452500,7
765452510,7
765452520,7
765452530,7
765452540,7
765452550,7
765452560,7
765452570,7
765452580,7
765452590,7
765452600,7
765452610,7
765452620,7
765452630,7
765452640,7
765452650,7
765452660,7
765452670,7
765452680,7
765452690,7
765452700,7
765452710,7
765452720,7
765452730,7
765452740,7
765452750,7
765452760,8
765452770,7
765452780,7
765452790,7
765452800,8
765452810,7
765452820,7
765452830,7
765452840,7
765452850,7
765452860,7
765452870,7
765452880,7
765452890,7
765452900,7
765452910,7
765452920,7
765452930,7
765452940,7
765452950,7
765452960,7
765452970,7
765452980,6
765452990,6
765453000,6
765453010,6
765453020,7
765453030,7
765453040,6
765453050,7
765453060,7
765453070,7
765453080,7
765453090,8
765453100,8
765453110,8
765453120,8
765453130,9
765453140,8
765453150,8
765453160,8
765453170,8
765453180,8
765453190,8
765453200,8
765453210,9
765453220,10
765453230,10
765453240,10
765453250,10
765453260,10
765453270,10
765453280,10
765453290,10
765453300,10
765453310,10
765453320,10
765453330,10
765453340,10
765453350,10
765453360,10
765453370,10
765453380,10
765453390,10
765453400,10
765453410,10
765453420,10
765453430,10
765453440,10
765453450,10
765453460,10
765453470,10
765453480,10
765453490,10
765453500,10
765453510,10
765453520,10
765453530,10
765453540,10
765453550,9
765453560,9
765453570,9
765453580,9
765453590,9
765453600,9
765453610,9
765453620,9
765453630,9
765453640,9
765453650,9
765453660,9
765453670,9
765453680,9
765453690,9
765453700,9
765453710,9
765453720,9
765453730,9
765453740,9
765453750,9
765453760,9
765453770,9
765453780,9
765453790,8
765453800,8
765453810,8
765453820,8
765453830,8
765453840,8
765453850,8
765453860,8
765453870,8
765453880,8
765453890,8
765453900,9
765453910,9
765453920,9
765453930,8
765453940,8
765453950,8
765453960,9
765453970,9
765453980,9
765453990,9
765454000,9
765454010,8
765454020,8
765454030,8
765454040,8
765454050,8
765454060,9
765454070,9
765454080,9
765454090,9
765454100,9
765454110,9
765454120,9
765454130,9
765454140,9
765454150,9
765454160,9
765454170,8
765454180,8
765454190,9
765454200,9
765454210,8
765454220,8
765454230,8
765454240,8
765454250,8
765454260,8
765454270,8
765454280,8
765454290,8
765454300,8
765454310,8
765454320,8
765454330,8
765454340,8
765454350,8
765454360,8
765454370,8
765454380,8
765454390,8
765454400,8
765454410,9
765454420,9
765454430,9
765454440,9
765454450,9
765454460,9
765454470,10
765454480,9
765454490,9
765454500,9
765454510,9
765454520,9
765454530,9
765454540,10
765454550,9
765454560,9
765454570,9
765454580,9
765454590,9
765454600,9
765454610,9
765454620,9
765454630,9
765454640,9
765454650,8
765454660,8
765454670,8
765454680,8
765454690,8
765454700,8
765454710,8
765454720,8
765454730,8
765454740,8
765454750,8
765454760,8
765454770,8
765454780,10
765454790,10
765454800,10
765454810,10
765454820,10
765454830,10
765454840,10
765454850,11
765454860,11
765454870,11
765454880,11
765454890,11
765454900,11
765454910,11
765454920,11
765454930,9
765454940,9
765454950,9
765454960,9
765454970,9
765454980,9
765454990,9
765455000,9
765455010,9
765455020,9
765455030,10
765455040,10
765455050,10
765455060,10
765455070,10
765455080,10
765455090,10
765455100,10
765455110,8
765455120,8
765455130,8
765455140,8
765455150,7
765455160,7
765455170,7
765455180,7
765455190,7
765455200,7
765455210,7
765455220,8
765455230,8
765455240,8
765455250,8
765455260,9
765455270,10
765455280,10
765455290,10
765455300,10
765455310,10
765455320,10
765455330,10
765455340,10
765455350,10
765455360,10
765455370,10
765455380,10
765455390,10
765455400,10
765455410,10
765455420,10
765455430,10
765455440,10
765455450,8
765455460,8
765455470,8
765455480,8
765455490,8
765455500,8
765455510,8
765455520,8
765455530,8
765455540,8
765455550,8
765455560,8
765455570,8
765455580,8
765455590,8
765455600,8
765455610,8
765455620,8
765455630,7
765455640,7
765455650,7
765455660,7
765455670,7
765455680,7
765455690,7
765455700,7
765455710,7
765455720,7
765455730,6
765455740,6
765455750,6
765455760,6
765455770,6
765455780,5
765455790,5
765455800,4
765455810,5
765455820,5
765455830,5
765455840,5
765455850,5
765455860,5
765455870,5
765455880,6
765455890,6
765455900,6
765455910,7
765455920,8
765455930,7
765455940,8
765455950,8
765455960,8
765455970,7
765455980,7
765455990,8
765456000,9
765456010,9
765456020,9
765456030,9
765456040,9
765456050,9
765456060,9
765456070,9
765456080,9
765456090,7
765456100,7
765456110,8
765456120,8
765456130,7
765456140,7
765456150,7
765456160,7
765456170,7
765456180,6
765456190,6
765456200,7
765456210,7
765456220,7
765456230,5
765456240,5
765456250,6
765456260,6
765456270,7
765456280,7
765456290,7
765456300,7
765456310,7
765456320,7
765456330,6
765456340,7
765456350,7
765456360,6
765456370,7
765456380,7
765456390,7
765456400,7
765456410,7
765456420,7
765456430,7
765456440,7
765456450,8
765456460,8
765456470,8
765456480,8
765456490,8
765456500,8
765456510,8
765456520,8
765456530,8
765456540,8
765456550,7
765456560,8
765456570,10
765456580,10
765456590,9
765456600,9
765456610,9
765456620,9
765456630,9
765456640,9
765456650,9
765456660,8
765456670,8
765456680,9
765456690,9
765456700,9
765456710,9
765456720,9
765456730,9
765456740,9
765456750,9
765456760,9
765456770,9
765456780,9
765456790,9
765456800,9
765456810,9
765456820,10
765456830,10
765456840,10
765456850,10
765456860,10
765456870,10
765456880,10
765456890,10
765456900,10
765456910,11
765456920,11
765456930,11
765456940,11
765456950,11
765456960,11
765456970,11
765456980,11
765456990,11
765457000,11
765457010,11
765457020,11
765457030,11
765457040,11
765457050,11
765457060,10
765457070,10
765457080,10
765457090,11
765457100,11
765457110,11
765457120,11
765457130,10
765457140,10
765457150,10
765457160,11
765457170,11
765457180,11
765457190,10
765457200,10
765457210,10
765457220,10
765457230,10
765457240,10
765457250,10
765457260,10
765457270,10
765457280,10
765457290,10
765457300,10
765457310,10
765457320,10
765457330,10
765457340,10
765457350,11
765457360,11
765457370,11
765457380,11
765457390,11
765457400,11
765457410,10
765457420,11
765457430,11
765457440,10
765457450,10
765457460,10
765457470,9
765457480,9
765457490,9
765457500,9
765457510,9
765457520,9
765457530,9
765457540,9
765457550,9
765457560,10
765457570,10
765457580,10
765457590,10
765457600,10
765457610,10
765457620,10
765457630,10
765457640,10
765457650,10
765457660,10
765457670,10
765457680,10
765457690,10
765457700,10
765457710,10
765457720,10
765457730,10
765457740,10
765457750,11
765457760,11
765457770,11
765457780,10
765457790,11
765457800,10
765457810,10
765457820,10
765457830,10
765457840,10
765457850,10
765457860,10
765457870,10
765457880,10
765457890,10
765457900,10
765457910,10
765457920,10
765457930,10
765457940,10
765457950,10
765457960,10
765457970,10
765457980,10
765457990,10
765458000,10
765458010,10
765458020,10
765458030,10
765458040,10
765458050,10
765458060,9
765458070,9
765458080,9
765458090,9
765458100,9
765458110,9
765458120,9
765458130,9
765458140,9
765458150,9
765458160,8
765458170,8
765458180,8
765458190,8
765458200,8
765458210,8
765458220,7
765458230,7
765458240,7
765458250,7
765458260,7
765458270,7
765458280,7
765458290,7
765458300,8
765458310,8
765458320,7
765458330,8
765458340,8
765458350,8
765458360,8
765458370,7
765458380,8
765458390,8
765458400,7
765458410,8
765458420,8
765458430,7
765458440,7
765458450,7
765458460,7
765458470,7
765458480,8
765458490,8
765458500,8
765458510,8
765458520,8
765458530,8
765458540,8
765458550,8
765458560,8
765458570,8
765458580,8
765458590,8
765458600,8
765458610,8
765458620,8
765458630,8
765458640,8
765458650,8
765458660,8
765458670,8
765458680,8
765458690,8
765458700,9
765458710,9
765458720,9
765458730,10
765458740,10
765458750,10
765458760,9
765458770,9
765458780,9
765458790,9
765458800,10
765458810,10
765458820,10
765458830,10
765458840,9
765458850,9
765458860,9
765458870,8
765458880,9
765458890,9
765458900,9
765458910,9
765458920,8
765458930,8
765458940,8
765458950,8
765458960,8
765458970,8
765458980,8
765458990,8
765459000,7
765459010,8
765459020,8
765459030,8
765459040,8
765459050,8
765459060,8
765459070,8
765459080,8
765459090,8
765459100,8
765459110,8
765459120,8
765459130,8
765459140,8
765459150,8
765459160,8
765459170,8
765459180,8
765459190,9
765459200,9
765459210,9
765459220,9
765459230,9
765459240,8
765459250,9
765459260,9
765459270,10
765459280,9
765459290,9
765459300,9
765459310,9
765459320,9
765459330,8
765459340,9
765459350,7
765459360,7
765459370,7
765459380,7
765459390,7
765459400,8
765459410,8
765459420,9
765459430,9
765459440,9
765459450,9
765459460,9
765459470,9
765459480,9
765459490,9
765459500,8
765459510,8
765459520,8
765459530,8
765459540,8
765459550,8
765459560,8
765459570,8
765459580,8
765459590,8
765459600,8
765459610,9
765459620,9
765459630,9
765459640,9
765459650,9
765459660,10
765459670,10
765459680,10
765459690,10
765459700,10
765459710,10
765459720,10
765459730,10
765459740,9
765459750,8
765459760,8
765459770,8
765459780,8
765459790,8
765459800,8
765459810,8
765459820,8
765459830,8
765459840,8
765459850,8
765459860,8
765459870,9
765459880,9
765459890,9
765459900,9
765459910,9
765459920,9
765459930,9
765459940,8
765459950,9
765459960,10
765459970,10
765459980,10
765459990,10
765460000,10
765460010,9
765460020,9
765460030,9
765460040,10
765460050,9
765460060,9
765460070,9
765460080,9
765460090,9
765460100,9
765460110,9
765460120,9
765460130,9
765460140,9
765460150,9
765460160,9
765460170,9
765460180,9
765460190,9
765460200,9
765460210,10
765460220,10
765460230,10
765460240,9
765460250,9
765460260,9
765460270,9
765460280,10
765460290,10
765460300,10
765460310,9
765460320,9
765460330,9
765460340,10
765460350,11
765460360,11
765460370,11
765460380,11
765460390,11
765460400,11
765460410,11
765460420,11
765460430,11
765460440,11
765460450,10
765460460,10
765460470,10
765460480,10
765460490,9
765460500,9
765460510,8
765460520,8
765460530,9
765460540,10
765460550,9
765460560,9
765460570,9
765460580,9
765460590,9
765460600,9
765460610,9
765460620,10
765460630,10
765460640,10
765460650,10
765460660,10
765460670,10
765460680,10
765460690,9
765460700,9
765460710,9
765460720,10
765460730,9
765460740,9
765460750,9
765460760,9
765460770,10
765460780,9
765460790,9
