Модуль ошибки
Время, с	Ошибка, м
732882380	29.9112
732882390	28.9361
732882400	28.677
732882410	28.3961
732882420	28.1682
732882430	27.8535
732882440	27.5451
732882450	28.4707
732882460	27.5369
732882470	27.3717
732882480	27.5766
732882490	27.1058
732882500	26.6644
732882510	26.0101
732882520	26.0917
732882530	25.4677
732882540	25.527
732882550	24.94
732882560	24.5845
732882570	24.4081
732882580	24.8815
732882590	23.7584
732882600	23.0024
732882610	23.0557
732882620	22.9928
732882630	22.1925
732882640	21.6057
732882650	21.2511
732882660	21.2594
732882670	20.294
732882680	20.6539
732882690	19.9105
732882700	19.1591
732882710	19.1793
732882720	18.096
732882730	17.5173
732882740	17.4691
732882750	16.8653
732882760	16.7308
732882770	15.4202
732882780	15.3282
732882790	15.1192
732882800	14.4901
732882810	14.6758
732882820	13.9502
732882830	14.2936
732882840	14.6945
732882850	12.5863
732882860	12.8295
732882870	12.7655
732882880	12.5379
732882890	12.6777
732882900	12.5321
732882910	11.0923
732882920	10.4381
732882930	10.3772
732882940	9.89661
732882950	9.00741
732882960	8.76283
732882970	8.10192
732882980	10.2555
732882990	8.68055
732883000	8.28749
732883010	7.2692
732883020	7.24113
732883030	6.29462
732883040	5.50286
732883050	5.23901
732883060	4.45465
732883070	4.12679
732883080	3.90411
732883090	3.10742
732883100	2.85539
732883110	2.42494
732883120	2.06538
732883130	1.6512
732883140	1.27802
732883150	1.01981
732883160	0.621875
732883170	0.8635
732883180	0.429037
732883190	1.20559
732883200	1.36975
732883210	1.80445
732883220	2.37627
732883230	2.64054
732883240	2.97286
732883250	3.2685
732883260	3.57284
732883270	3.98605
732883280	4.68071
732883290	5.23718
732883300	5.03302
732883310	5.5259
732883320	6.19782
732883330	6.84257
732883340	7.06829
732883350	7.30853
732883360	7.97256
732883370	8.59401
732883380	8.747
732883390	9.07029
732883400	9.6862
732883410	10.2862
732883420	10.6132
732883430	10.8377
732883440	11.0701
732883450	11.7409
732883460	11.6499
732883470	12.8209
732883480	12.8809
732883490	13.5255
732883500	13.9008
732883510	14.1415
732883520	15.0464
732883530	15.8665
732883550	23.5827
732883570	0
732883610	22.9228
732883620	22.402
732883680	73.9156
732883690	20.1412
732883700	22.711
732883710	21.7659
732883720	22.0986
732883730	22.9043
732883740	21.4779
732883750	21.2222
732883760	21.822
732883770	22.2458
732883780	22.6115
732883790	23.0469
732883800	23.4143
732883810	23.5473
732883820	25.3316
732883830	25.4321
732883840	25.3025
732883850	25.7796
732883860	26.5114
732883870	26.8337
732883880	27.2941
732883890	27.8785
732883900	27.8917
732883910	27.7218
732883920	27.9134
732883930	28.379
732883940	29.1564
732883950	29.2789
732883960	29.6349
732883970	29.9511
732883980	30.3711
732883990	30.6603
732884000	30.6775
732884010	30.766
732884020	31.3553
732884030	31.9002
732884040	32.1791
732884050	32.228
732884060	33.0543
732884070	32.8697
732884080	32.3481
732884090	33.384
732884100	33.5954
732884110	33.7078
732884120	33.8467
732884130	34.4594
732884140	34.6874
732884150	34.6497
732884160	34.6646
732884170	35.2897
732884180	35.1123
732884190	35.5174
732884200	35.9383
732884210	36.3293
732884220	36.2806
732884230	36.1657
732884240	36.8939
732884250	37.4267
732884260	37.3875
732884270	37.3091
732884280	39.441
732884290	39.9814
732884300	39.6324
732884310	37.4585
732884320	37.9427
732884330	38.5655
732884340	38.3911
732884350	37.8327
732884360	38.7898
732884370	38.7398
732884380	39.3169
732884390	39.6446
732884400	39.3317
732884410	40.1865
732884420	39.7277
732884430	37.0775
732884440	36.618
732884450	37.4928
732884460	37.2927
732884470	38.1048
732884480	37.1952
732884490	37.7383
732884500	38.0552
732884510	37.929
732884520	38.0528
732884530	38.8672
732884540	39.0659
732884550	38.8893
732884560	38.9514
732884570	39.2061
732884580	38.7736
732884590	39.1461
732884600	40.0898
732884610	39.6858
732884620	40.7278
732884630	41.3309
732884640	41.808
732884650	40.8405
732884660	40.9532
732884670	41.0906
732884680	41.1398
732884690	42.4609
732884700	42.6163
732884710	44.09
732884720	41.4277
732884730	41.8112
732884740	42.5533
732884750	43.6006
732884760	44.1975
732884770	43.9093
732884780	44.8417
732884790	41.9076
732884800	40.6117
732884810	35.9753
732884820	35.882
732884830	35.9684
732884840	35.6462
732884850	36.4055
732884860	36.0577
732884870	37.2194
732884880	35.3696
732884890	34.0136
732884900	33.8471
732884910	33.5065
732884920	33.4124
732884930	33.7131
732884940	34.2225
732884950	34.7338
732884960	35.8578
732884970	35.2304
732884980	34.8473
732884990	34.1476
732885000	34.0615
732885010	34.4599
732885020	34.3851
732885030	34.0611
732885040	33.1409
732885050	33.0093
732885060	32.5333
732885070	32.8837
732885080	32.6592
732885090	32.1055
732885100	31.5128
732885110	31.6661
732885120	31.3018
732885130	31.0766
732885140	30.4363
732885150	30.4558
732885160	30.8956
732885170	30.5022
732885180	30.8066
732885190	30.446
732885200	30.1589
732885210	29.7859
732885220	29.0796
732885230	29.0612
732885240	28.7646
732885250	28.3439
732885260	28.1678
732885270	27.8333
732885280	27.6013
732885290	27.5459
732885300	27.4667
732885310	27.1406
732885320	27.2976
732885330	25.2059
732885340	24.8694
732885350	24.4818
732885360	24.1128
732885370	23.8662
732885380	23.4535
732885390	23.0057
732885400	22.7262
732885410	22.6645
732885420	22.1864
732885430	21.5775
732885440	21.2065
732885450	21.0731
732885460	20.7071
732885470	20.5749
732885480	19.9296
732885490	19.5565
732885500	19.48
732885510	19.5513
732885520	18.9725
732885530	18.5461
732885540	18.0576
732885550	18.0535
732885560	17.2906
732885570	16.8468
732885580	17.0548
732885590	16.7555
732885600	16.5643
732885610	15.7955
732885620	15.8659
732885630	15.2996
732885640	14.3426
732885650	14.5108
732885660	13.5688
732885670	13.7859
732885680	13.1905
732885690	12.6416
732885700	12.2361
732885710	12.3802
732885720	11.709
732885730	11.0064
732885740	10.3456
732885750	9.98766
732885760	9.91636
732885770	9.2728
732885780	9.41994
732885790	9.34056
732885800	8.74024
732885810	8.59952
732885820	8.05261
732885830	7.13928
732885840	6.70349
732885850	6.98197
732885860	6.48208
732885870	5.48713
732885880	7.91623
732885890	9.34584
732885900	4.38425
732885910	4.71191
732885920	3.48109
732885930	4.51615
732885940	3.91674
732885950	2.79228
732885960	3.01734
732885970	3.7981
732885980	2.40233
732885990	3.05784
732886000	3.44931
732886010	0.646799
732886020	1.67357
732886030	1.80126
732886040	1.99127
732886050	2.1502
732886060	2.50712
732886070	2.98246
732886080	3.46251
732886090	4.34414
732886100	4.11811
732886110	4.57583
732886120	5.33341
732886130	5.65848
732886140	6.31381
732886150	6.35877
732886160	6.9594
732886170	7.6816
732886180	7.76013
732886190	8.24684
732886200	9.18231
732886210	9.13178
732886220	9.35709
732886230	10.1748
732886240	10.9583
732886250	11.4365
732886260	11.2327
732886270	11.4428
732886280	12.0706
732886290	12.9026
732886300	12.8761
732886310	13.4693
732886320	14.7154
732886330	15.3993
732886340	15.8471
732886350	16.7648
732886360	17.3182
732886370	16.9078
732886380	17.122
732886390	16.5019
732886400	17.0231
732886410	17.9222
732886420	20.3349
732886430	20.0585
732886440	20.3302
732886450	20.1768
732886460	20.1302
732886470	20.1688
732886480	24.3777
732886490	30.8526
732886500	88.5166
732886520	22.1386
732886530	23.6706
732886540	21.6729
732886550	22.1228
732886560	22.3426
732886570	23.7371
732886580	24.7106
732886590	24.6934
732886600	24.7035
732886610	25.3353
732886620	23.5153
732886630	24.3887
732886640	25.0142
732886650	25.3882
732886660	25.7033
732886670	24.7692
732886680	25.5033
732886690	25.9514
732886700	26.0641
732886710	26.2376
732886720	26.4578
732886730	27.4845
732886740	27.2126
732886750	25.9184
732886760	26.3823
732886770	26.7753
732886780	26.6003
732886790	27.3029
732886800	27.0978
732886810	27.4392
732886820	27.6273
732886830	27.9183
732886840	28.47
732886850	28.7189
732886860	28.7112
732886870	28.6764
732886880	28.0601
732886890	28.1042
732886900	28.0786
732886940	0
732886990	37.5299
732887000	34.8154
732887010	34.2005
732887020	34.1763
732887030	34.2898
732887040	32.5429
732887050	33.5939
732887060	33.875
732887100	0
732887130	34.4338
732887140	34.7508
732887150	34.8282
732887160	36.2532
732887170	36.1443
732887180	36.0084
732887190	36.0644
732887200	36.5241
732887210	36.3036
732887220	36.6448
732887230	36.576
732887240	36.3918
732887250	36.5469
732887260	36.5974
732887270	36.8418
732887280	36.4586
732887290	36.6029
732887300	36.6336
732887310	36.8534
732887320	36.6355
732887330	36.4938
732887340	36.3752
732887350	36.871
732887360	36.8769
732887370	36.8711
732887380	36.8942
732887390	37.0848
732887400	36.7894
732887410	37.1907
732887470	46.3177
732887480	43.4326
732887490	38.7536
732887500	38.4446
732887510	45.0426
732887520	37.7815
732887530	36.7273
732887540	35.5146
732887550	35.455
732887560	35.3037
732887570	35.4081
732887580	35.2306
732887590	36.1499
732887600	36.0989
732887610	35.8578
732887620	36.4086
732887630	36.0335
732887640	35.4068
732887650	35.5424
732887660	35.1479
732887670	34.9904
732887680	34.8657
732887690	34.6594
732887700	34.6553
732887710	34.6044
732887720	34.1675
732887730	35.1687
732887740	35.3031
732887750	34.7541
732887760	34.3851
732887770	34.1969
732887780	33.8087
732887790	33.2947
732887800	32.9822
732887810	32.7897
732887820	33.0171
732887830	33.0072
732887840	33.0113
732887850	32.6696
732887860	32.364
732887870	31.7416
732887880	31.4112
732887890	31.4714
732887900	31.53
732887910	31.0654
732887920	31.037
732887930	30.8928
732887940	31.1483
732887950	30.8143
732887960	31.2724
732887970	31.1857
732887980	31.0436
732887990	30.5973
